95 69 50 2
94 70 50 2
94 71 50 2
93 72 50 2
92 73 50 2
93 73 50 2
92 74 50 2
97 66 51 2
96 67 51 2
94 68 51 2
95 68 51 2
96 68 51 2
93 69 51 2
94 69 51 2
95 69 51 2
92 70 51 2
93 70 51 2
94 70 51 2
95 70 51 2
91 71 51 2
92 71 51 2
93 71 51 2
94 71 51 2
90 72 51 2
91 72 51 2
92 72 51 2
93 72 51 2
94 72 51 2
90 73 51 2
91 73 51 2
92 73 51 2
93 73 51 2
90 74 51 2
91 74 51 2
92 74 51 2
93 74 51 1
90 75 51 2
91 75 51 2
92 75 51 2
90 76 51 2
91 76 51 2
90 77 51 2
97 65 52 2
95 66 52 2
96 66 52 2
97 66 52 2
93 67 52 2
94 67 52 2
95 67 52 2
96 67 52 2
97 67 52 2
93 68 52 2
94 68 52 2
95 68 52 2
96 68 52 2
91 69 52 2
92 69 52 2
93 69 52 2
94 69 52 2
95 69 52 1
96 69 52 1
90 70 52 2
91 70 52 2
92 70 52 2
93 70 52 2
94 70 52 1
95 70 52 1
90 71 52 2
91 71 52 2
92 71 52 2
93 71 52 1
94 71 52 1
95 71 52 1
89 72 52 2
90 72 52 2
91 72 52 2
92 72 52 1
93 72 52 1
94 72 52 1
88 73 52 2
89 73 52 2
90 73 52 2
91 73 52 1
92 73 52 1
93 73 52 1
94 73 52 1
88 74 52 2
89 74 52 2
90 74 52 2
91 74 52 1
92 74 52 1
93 74 52 1
88 75 52 2
89 75 52 2
90 75 52 2
91 75 52 1
92 75 52 1
88 76 52 2
89 76 52 2
90 76 52 2
91 76 52 1
92 76 52 1
88 77 52 2
89 77 52 2
90 77 52 2
91 77 52 1
88 78 52 2
89 78 52 2
90 78 52 2
88 79 52 2
89 79 52 2
97 64 53 2
98 64 53 2
94 65 53 2
95 65 53 2
96 65 53 2
97 65 53 2
98 65 53 2
93 66 53 2
94 66 53 2
95 66 53 2
96 66 53 2
97 66 53 2
91 67 53 2
92 67 53 2
93 67 53 2
94 67 53 2
95 67 53 2
96 67 53 1
97 67 53 1
90 68 53 2
91 68 53 2
92 68 53 2
93 68 53 2
94 68 53 1
95 68 53 1
96 68 53 1
97 68 53 1
89 69 53 2
90 69 53 2
91 69 53 2
92 69 53 2
93 69 53 2
94 69 53 1
95 69 53 1
96 69 53 1
88 70 53 2
89 70 53 2
90 70 53 2
91 70 53 2
92 70 53 1
93 70 53 1
94 70 53 1
95 70 53 1
96 70 53 1
88 71 53 2
89 71 53 2
90 71 53 2
91 71 53 1
92 71 53 1
93 71 53 1
94 71 53 1
95 71 53 1
87 72 53 2
88 72 53 2
89 72 53 2
90 72 53 2
91 72 53 1
92 72 53 1
93 72 53 1
94 72 53 1
95 72 53 1
87 73 53 2
88 73 53 2
89 73 53 2
90 73 53 1
91 73 53 1
92 73 53 1
93 73 53 1
94 73 53 1
87 74 53 2
88 74 53 2
89 74 53 1
90 74 53 1
91 74 53 1
92 74 53 1
93 74 53 1
87 75 53 2
88 75 53 2
89 75 53 1
90 75 53 1
91 75 53 1
92 75 53 1
93 75 53 1
87 76 53 2
88 76 53 2
89 76 53 1
90 76 53 1
91 76 53 1
92 76 53 1
87 77 53 2
88 77 53 2
89 77 53 1
90 77 53 1
91 77 53 1
87 78 53 2
88 78 53 2
89 78 53 1
90 78 53 1
91 78 53 1
87 79 53 2
88 79 53 2
89 79 53 2
90 79 53 1
87 80 53 2
88 80 53 2
89 80 53 2
87 81 53 2
88 81 53 2
98 63 54 2
99 63 54 2
94 64 54 2
95 64 54 2
96 64 54 2
97 64 54 2
98 64 54 2
92 65 54 2
93 65 54 2
94 65 54 2
95 65 54 2
96 65 54 2
97 65 54 2
98 65 54 1
90 66 54 2
91 66 54 2
92 66 54 2
93 66 54 2
94 66 54 2
95 66 54 1
96 66 54 1
97 66 54 1
98 66 54 1
89 67 54 2
90 67 54 2
91 67 54 2
92 67 54 2
93 67 54 2
94 67 54 1
95 67 54 1
96 67 54 1
97 67 54 1
88 68 54 2
89 68 54 2
90 68 54 2
91 68 54 2
92 68 54 1
93 68 54 1
94 68 54 1
95 68 54 1
96 68 54 1
97 68 54 1
87 69 54 2
88 69 54 2
89 69 54 2
90 69 54 2
91 69 54 1
92 69 54 1
93 69 54 1
94 69 54 1
95 69 54 1
96 69 54 1
97 69 54 1
87 70 54 2
88 70 54 2
89 70 54 2
90 70 54 1
91 70 54 1
92 70 54 1
93 70 54 1
94 70 54 1
95 70 54 1
96 70 54 1
86 71 54 2
87 71 54 2
88 71 54 2
89 71 54 1
90 71 54 1
91 71 54 1
92 71 54 1
93 71 54 1
94 71 54 1
95 71 54 1
96 71 54 1
86 72 54 2
87 72 54 2
88 72 54 2
89 72 54 1
90 72 54 1
91 72 54 1
92 72 54 1
93 72 54 1
94 72 54 1
95 72 54 1
86 73 54 2
87 73 54 2
88 73 54 1
89 73 54 1
90 73 54 1
91 73 54 1
92 73 54 1
93 73 54 1
94 73 54 1
86 74 54 2
87 74 54 2
88 74 54 1
89 74 54 1
90 74 54 1
91 74 54 1
92 74 54 1
93 74 54 1
94 74 54 1
86 75 54 2
87 75 54 2
88 75 54 1
89 75 54 1
90 75 54 1
91 75 54 1
92 75 54 1
93 75 54 1
85 76 54 2
86 76 54 2
87 76 54 2
88 76 54 1
89 76 54 1
90 76 54 1
91 76 54 1
92 76 54 1
85 77 54 2
86 77 54 2
87 77 54 2
88 77 54 1
89 77 54 1
90 77 54 1
91 77 54 1
92 77 54 1
85 78 54 2
86 78 54 2
87 78 54 2
88 78 54 1
89 78 54 1
90 78 54 1
91 78 54 1
85 79 54 2
86 79 54 2
87 79 54 2
88 79 54 1
89 79 54 1
90 79 54 1
86 80 54 2
87 80 54 2
88 80 54 1
89 80 54 1
90 80 54 1
86 81 54 2
87 81 54 2
88 81 54 2
89 81 54 1
86 82 54 2
87 82 54 2
88 82 54 2
87 83 54 2
87 84 54 2
94 63 55 2
95 63 55 2
96 63 55 2
97 63 55 2
98 63 55 2
99 63 55 2
91 64 55 2
92 64 55 2
93 64 55 2
94 64 55 2
95 64 55 2
96 64 55 2
97 64 55 2
98 64 55 2
99 64 55 1
90 65 55 2
91 65 55 2
92 65 55 2
93 65 55 2
94 65 55 2
95 65 55 1
96 65 55 1
97 65 55 1
98 65 55 1
88 66 55 2
89 66 55 2
90 66 55 2
91 66 55 2
92 66 55 2
93 66 55 1
94 66 55 1
95 66 55 1
96 66 55 1
97 66 55 1
