64 78 48 2
63 79 48 2
64 79 48 2
65 79 48 2
62 80 48 2
63 80 48 2
64 80 48 2
65 80 48 2
62 81 48 2
63 81 48 2
64 81 48 2
61 82 48 2
62 82 48 2
63 82 48 2
62 83 48 2
64 74 49 2
65 74 49 2
63 75 49 2
64 75 49 2
65 75 49 2
66 75 49 2
63 76 49 2
64 76 49 2
65 76 49 2
66 76 49 2
62 77 49 2
63 77 49 2
64 77 49 2
65 77 49 2
66 77 49 2
62 78 49 2
63 78 49 2
64 78 49 2
65 78 49 2
66 78 49 2
61 79 49 2
62 79 49 2
63 79 49 2
64 79 49 4
65 79 49 2
66 79 49 2
61 80 49 2
62 80 49 2
63 80 49 4
64 80 49 4
65 80 49 2
60 81 49 2
61 81 49 2
62 81 49 2
63 81 49 4
64 81 49 2
65 81 49 2
60 82 49 2
61 82 49 2
62 82 49 4
63 82 49 2
64 82 49 2
59 83 49 2
60 83 49 2
61 83 49 2
62 83 49 2
63 83 49 2
59 84 49 2
60 84 49 2
61 84 49 2
62 84 49 2
58 85 49 2
59 85 49 2
60 85 49 2
61 85 49 2
59 86 49 2
64 71 50 2
63 72 50 2
64 72 50 2
65 72 50 2
63 73 50 2
64 73 50 2
65 73 50 2
62 74 50 2
63 74 50 2
64 74 50 2
65 74 50 2
66 74 50 2
62 75 50 2
63 75 50 2
64 75 50 4
65 75 50 4
66 75 50 2
61 76 50 2
62 76 50 2
63 76 50 2
64 76 50 4
65 76 50 4
66 76 50 2
61 77 50 2
62 77 50 2
63 77 50 4
64 77 50 4
65 77 50 4
66 77 50 2
60 78 50 2
61 78 50 2
62 78 50 2
63 78 50 4
64 78 50 4
65 78 50 4
66 78 50 2
60 79 50 2
61 79 50 2
62 79 50 4
63 79 50 4
64 79 50 4
65 79 50 4
66 79 50 2
59 80 50 2
60 80 50 2
61 80 50 2
62 80 50 4
63 80 50 4
64 80 50 4
65 80 50 2
66 80 50 2
58 81 50 2
59 81 50 2
60 81 50 2
61 81 50 4
62 81 50 4
63 81 50 4
64 81 50 4
65 81 50 2
58 82 50 2
59 82 50 2
60 82 50 2
61 82 50 4
62 82 50 4
63 82 50 4
64 82 50 2
65 82 50 2
57 83 50 2
58 83 50 2
59 83 50 2
60 83 50 4
61 83 50 4
62 83 50 4
63 83 50 2
64 83 50 2
57 84 50 2
58 84 50 2
59 84 50 2
60 84 50 4
61 84 50 4
62 84 50 2
63 84 50 2
56 85 50 2
57 85 50 2
58 85 50 2
59 85 50 4
60 85 50 2
61 85 50 2
62 85 50 2
56 86 50 2
57 86 50 2
58 86 50 2
59 86 50 2
60 86 50 2
57 87 50 2
63 70 51 2
64 70 51 2
62 71 51 2
63 71 51 2
64 71 51 2
65 71 51 2
62 72 51 2
63 72 51 2
64 72 51 4
65 72 51 2
61 73 51 2
62 73 51 2
63 73 51 2
64 73 51 4
65 73 51 2
66 73 51 2
61 74 51 2
62 74 51 2
63 74 51 4
64 74 51 4
65 74 51 4
66 74 51 2
60 75 51 2
61 75 51 2
62 75 51 2
63 75 51 4
64 75 51 4
65 75 51 4
66 75 51 2
67 75 51 2
59 76 51 2
60 76 51 2
61 76 51 2
62 76 51 4
63 76 51 4
64 76 51 4
65 76 51 4
66 76 51 2
67 76 51 2
59 77 51 2
60 77 51 2
61 77 51 2
62 77 51 4
63 77 51 4
64 77 51 4
65 77 51 4
66 77 51 2
67 77 51 2
58 78 51 2
59 78 51 2
60 78 51 2
61 78 51 4
62 78 51 4
63 78 51 4
64 78 51 4
65 78 51 4
66 78 51 2
67 78 51 2
58 79 51 2
59 79 51 2
60 79 51 2
61 79 51 4
62 79 51 4
63 79 51 4
64 79 51 4
65 79 51 4
66 79 51 2
67 79 51 2
57 80 51 2
58 80 51 2
59 80 51 2
60 80 51 4
61 80 51 4
62 80 51 4
63 80 51 4
64 80 51 4
65 80 51 4
66 80 51 2
67 80 51 2
57 81 51 2
58 81 51 2
